gene_id,Chr,Start,End,Strand,Length,logFC,logCPM,LR,PValue,FDR
gene-LOC119067935,X,43182090,43183467,+,1251,-5.790050077691607,1.104687607048426,47.19842575312735,6.4151947765167614e-12,1.9233247416518523e-9
gene-LOC119071909,IV,53462448,53467450,-,2373,-3.849007947391794,2.605824149468887,46.23410641229937,1.0493432197251954e-11,3.0294927399103326e-9
gene-LOC119084223,X,53936852,53938963,+,1830,0.8178733380917458,7.061061988539387,43.67678696469885,3.873389515062244e-11,1.0783239739253641e-8
gene-LOC119083281,IV,80802091,80803510,-,1054,-5.0792303318285885,5.457041611668297,43.36102696819138,4.5516398268545714e-11,1.2234493948390133e-8
gene-LOC119080541,X,49208026,49210148,-,1764,-3.5030152139136574,2.027782482651586,38.94934481249081,4.3494624064344646e-10,1.1301353152718883e-7
gene-LOC119070299,X,36965007,36966773,-,1644,-1.4619051222722328,4.52052549515029,38.8358518694181,4.609829684371013e-10,1.1591491093442595e-7
gene-LOC119067628,X,70196386,70202450,+,3978,-2.030289944164366,4.46141220316414,38.333956877981386,5.96161883594502e-10,1.4522130883184822e-7
gene-LOC119067560,X,32218122,32221384,-,1477,-0.8545502025810537,7.02932711356003,36.050118672649106,1.9230707529337456e-9,4.5280962599509664e-7
gene-LOC119082027,X,56928769,56930882,+,2047,0.8246027492110192,6.85125760450535,35.998147997408786,1.9750516079324294e-9,4.5280962599509664e-7
gene-LOC119081046,X,49414568,49416291,+,1470,-5.216703489523461,0.19124236189285151,35.07068445355901,3.1795156641867543e-9,6.985637553529567e-7
gene-LOC119067224,X,34286227,34287353,-,759,-1.4481465726491796,4.228452615472071,35.042296074194226,3.2262084916878052e-9,6.985637553529567e-7
gene-LOC119081609,X,56902999,56910805,-,6478,-8.417150366001787,-0.8761954307333929,34.48398436070678,4.297730479630718e-9,9.054272726681472e-7
gene-LOC119081121,III,45891267,45893087,+,1821,-1.1414266749809452,5.24808321158177,34.42677008576119,4.425937428802618e-9,9.078995330925369e-7
gene-LOC119069181,X,9168546,9176523,+,3555,-0.9702018193521907,5.8685703808502305,32.96687226959353,9.374265956738415e-9,1.8736513623788703e-6
gene-LOC119068540,X,23621354,23647641,-,8692,-0.8568751647695422,7.132484335476189,32.795713420678915,1.023703371913392e-8,1.994941946016223e-6
gene-LOC119067266,X,35735058,35737598,-,1946,0.7489223923418239,7.652893140317958,32.69466961190401,1.0783253158373811e-8,2.0501331309639965e-6
gene-LOC119067010,X,5522844,5528958,-,3258,-0.6547168129664355,6.915343663719802,32.331760376343716,1.2997148917204419e-8,2.41220894784782e-6
gene-LOC119081591,III,34946611,34949137,-,2017,-1.4718015806015898,4.873818770456683,31.91786673950896,1.608310007931623e-8,2.915529421355116e-6
gene-LOC119070522,X,29050900,29052630,+,532,-0.6993921989268681,7.589700119623562,31.265041435178585,2.2509667685622618e-8,3.987792263850644e-6
gene-LOC119082718,X,56582561,56583676,-,981,0.7221793209296702,6.472453268037247,30.17419307045248,3.949297525547423e-8,6.841060935920482e-6
gene-LOC119069884,X,6420057,6423604,+,2985,-4.628995927739859,0.4666060809422016,29.896299536403983,4.557818793714567e-8,7.723521195001098e-6
gene-LOC119082738,X,55740524,55741501,+,852,0.7408620037729758,6.688716252943962,29.110742654164017,6.835689610566477e-8,1.1191454933525181e-5
gene-LOC119069273,X,10104448,10105581,-,1005,-1.2066317878945514,4.585837665356448,29.094998429111808,6.891466796782664e-8,1.1191454933525181e-5
gene-LOC119068621,X,24014659,24052939,+,4634,1.1193093764129114,4.576363957000259,28.716029681386374,8.380715620164873e-8,1.3332179236568406e-5
gene-LOC119070364,X,46489300,46490446,-,1011,1.145811961528934,4.628564108970065,28.443365857743796,9.647980202301416e-8,1.5041201135387909e-5
gene-LOC119069335,X,8173125,8238026,-,4080,-4.015973625318339,0.12601752822000434,27.97466920811858,1.2291393630672134e-7,1.878655163746849e-5
gene-LOC119077562,associated_contig_56,19634,20040,-,407,0.6387615127763232,7.192971068582796,27.50786439564603,1.5645701274129462e-7,2.3453507967661377e-5
gene-LOC119067459,X,35028533,35032398,-,1874,-0.6720625901120256,6.826342501129612,27.036011418231183,1.9970016198379986e-7,2.93228871712088e-5
gene-LOC119069841,X,58876745,58893941,-,4502,-0.7384042022729748,6.125051146921715,27.003048686438813,2.03134818119984e-7,2.93228871712088e-5
gene-LOC119068975,X,23069338,23074303,-,3217,-1.6818640304836197,3.4218769860007905,26.843509491097258,2.2061403149482153e-7,3.0711081005746196e-5
gene-LOC119070117,X,5831124,5860429,+,7473,0.7152887941401388,6.741976451444002,26.84335872759786,2.2063124263268593e-7,3.0711081005746196e-5
gene-LOC119082493,X,31326595,31329206,-,2542,-3.094145745824919,2.6436614263022244,26.347319746160288,2.8521442966888087e-7,3.900432419770046e-5
gene-LOC119068056,X,18143351,18145989,-,2206,-0.8891104242433752,5.7913265798395,26.26160374672482,2.981579337593936e-7,4.007139816645643e-5
gene-LOC119070124,X,5731321,5738467,-,2211,-4.349708128615481,0.3043341368666376,26.145423301039326,3.1664673116758517e-7,4.183493677036147e-5
gene-LOC119083638,X,54981629,54982573,+,870,-2.186011793062663,2.4165143516602305,25.55515444059531,4.2991604016702633e-7,5.585325888503283e-5
gene-LOC119069710,X,61510988,61513934,+,1193,-3.549713924854726,1.0269788304307523,25.509358073757497,4.4024241219553474e-7,5.625720660760973e-5
gene-LOC119067435,X,38479703,38485489,-,1246,0.5774151248106758,8.619838364590594,25.442270666415578,4.558202180919489e-7,5.730836451656034e-5
gene-LOC119067757,X,68476632,68554395,+,6403,-1.5451728700182652,4.651405335502905,25.33539920010719,4.817853761291794e-7,5.96113810623326e-5
gene-LOC119069460,X,40092680,40097863,+,4627,0.7709998010731745,6.610427022066529,25.146898795207104,5.312501644305986e-7,6.470460987088307e-5
gene-LOC119071681,IV,55728109,55729882,+,1560,-5.589909513926915,2.811498023722543,24.493851248909696,7.454735798707591e-7,8.939948546296257e-5
gene-LOC119068425,X,47477898,47483097,+,2573,-0.7899544892114576,6.05654857883705,24.19549717578778,8.703553215598271e-7,1.0279423835695232e-4
gene-LOC119068690,X,28819128,28820367,-,1178,0.6052510293750617,7.182932088472058,24.05305793117836,9.371731138140327e-7,1.090337973459759e-4
gene-LOC119081673,III,35438804,35440486,+,1426,-2.0045907909772502,3.483963364339803,23.901200091724412,1.01408524527799e-6,1.1624697774914605e-4
gene-LOC119068344,X,22123442,22130013,+,1891,-2.294997347012156,1.981919181710586,23.834987044298735,1.0495727702510887e-6,1.1857130063923531e-4
gene-LOC119085308,X,52429114,52433177,-,2653,-4.8884276807717155,-0.5534867822741018,23.616053221569146,1.1760231293971943e-6,1.3095857562358756e-4
gene-LOC119069061,X,11107411,11109248,+,1561,-1.3128527652227877,3.8909912643042746,23.566177409263062,1.2069042091929255e-6,1.3250448324871625e-4
gene-LOC119077565,associated_contig_56,14171,14606,-,436,0.5693824314604065,7.384833693922165,23.38603853605966,1.325369869258024e-6,1.434896962620319e-4
gene-LOC119084642,X,53503763,53505072,+,1239,0.6325278154244998,7.487892626282839,23.303433818172525,1.3835278158739461e-6,1.4773423732517002e-4
gene-LOC119085704,X,48835895,48840535,+,4004,-0.7552189832687259,6.581359675783113,23.222755983416082,1.4427993024667348e-6,1.5198135895578646e-4
gene-LOC119084665,X,53418560,53421926,+,3008,0.5220659079736061,8.457185857630368,22.948750569017662,1.6637831247829073e-6,1.7292252610243684e-4
gene-LOC119068804,X,27785668,27790129,-,2155,-0.8527663974581362,5.615192175590289,22.90843274801133,1.6990483001507412e-6,1.7426423025888193e-4
gene-LOC119077546,associated_contig_56,3933,9897,+,1561,0.6735944126213088,8.03687099032817,22.341069714779092,2.282720841206269e-6,2.3108842801562162e-4
gene-LOC119082329,X,56586778,56588567,-,1526,0.7693106082013726,5.7061233428315825,22.093542177162007,2.596818699937233e-6,2.595154072565478e-4
gene-LOC119078867,IV,20611729,20613183,-,1329,-2.7355844128791653,2.8045400974828474,22.033249409142783,2.679679977562484e-6,2.6440639778607043e-4
gene-LOC119081766,X,56570123,56573338,-,2773,-0.5549496500516974,8.943229782141401,21.4323022964705,3.665436001237669e-6,3.5715092037059536e-4
gene-LOC119069993,X,14621134,14622708,-,1011,-1.1133031320883051,5.266193988429277,21.338987232370485,3.848250328274779e-6,3.7033470751730743e-4
gene-LOC119082436,associated_contig_72,8052,8484,-,433,0.5679993759566108,8.56554310569885,21.2741627269302,3.9806080874556655e-6,3.784004883136209e-4
gene-LOC119070331,X,46797310,46797981,-,672,-5.180601893613206,-0.5214274131941472,20.96507939637699,4.677316503680455e-6,4.3927327886974875e-4
gene-LOC119082439,X,56330296,56353249,+,4657,0.5108916725958789,8.526432382162518,20.64273931219364,5.534667705708148e-6,0.00050898697297599015
gene-LOC119067436,X,38500427,38501361,-,800,0.6342264669788151,6.257478189721536,20.637370083615792,5.550210738031964e-6,0.00050898697297599015
gene-LOC119067517,X,31182774,31211352,+,4139,-2.09701555802257,2.660142343365837,20.482812562330313,6.016913021450757e-6,5.405648248014607e-4
gene-LOC119069430,X,40905319,40906424,-,974,-5.27244034467618,-0.8444761797770216,20.47762454127006,6.033244356347285e-6,5.405648248014607e-4
gene-LOC119077566,associated_contig_56,14857,20832,+,1568,0.6534572826781008,9.443012815151956,20.2969523231649,6.630611713158242e-6,5.87336571637142e-4
gene-LOC119067246,X,34731051,34732692,+,1482,0.6913695828736566,7.004199038765738,20.229762330068784,6.867612295337278e-6,6.014948072152143e-4
gene-LOC119068207,X,19453092,19477413,+,445,0.4941412786257291,8.883382298137958,20.18828168527216,7.018154459923006e-6,6.078501557233315e-4
gene-LOC119085621,X,52028287,52032083,+,2291,-0.8837234662895491,5.200610993326804,20.140831150808815,7.194429295358164e-6,6.162700698606251e-4
gene-LOC119082231,IV,43605138,43607140,+,1506,-3.143986947911345,0.8302420574680197,20.086417653386558,7.4020488810401115e-6,6.271627285620399e-4
gene-LOC119084712,X,53415420,53416725,-,650,-2.4134695266501773,1.450235842486601,20.055319576810135,7.523396598225701e-6,6.305900697114982e-4
gene-LOC119085165,IV,8276017,8277164,-,1022,-2.2326365959362025,2.073939642556901,19.860926922658294,8.328530327697874e-6,6.906478074936694e-4
gene-LOC119068081,X,17659999,17949468,-,15176,-2.0681236872154374,2.020361222942777,19.67616172803193,9.173866126602593e-6,7.527398574407075e-4
gene-LOC119080591,X,49288541,49290528,+,1917,-1.6134656674723171,2.9654799165768075,19.62925111360453,9.401874120258554e-6,7.634125913272441e-4
gene-LOC119075510,IV,28626107,28626626,+,520,0.6143979171613619,7.766079951733963,19.534899498470317,9.877845809789852e-6,7.937918359516691e-4
gene-LOC119069623,X,62748886,62753139,+,2106,-2.3554759427238623,3.375730552635082,19.14078565665624,1.2142225757772516e-5,9.658025487942528e-4
gene-LOC119075517,IV,28630912,28631344,-,433,0.5315435398409399,8.634850916284844,19.030962462324336,1.2861449385125863e-5,0.0010126767470409709
gene-LOC119070778,IV,16616720,16617156,-,437,0.6117917238755608,6.305200447871304,18.91110765471405,1.3695292731802852e-5,0.0010675480684440323
gene-LOC119070420,X,45597411,45600400,-,2116,1.0434856065500944,4.669156414967847,18.738298708678656,1.4994057337980166e-5,0.0011572146232629247
gene-LOC119084985,III,14444568,14452977,-,8410,-2.6205082331261917,4.586904104967542,18.689319655834872,1.5384178423186054e-5,0.0011756830471444635
gene-LOC119070779,IV,16686911,16687348,-,438,0.5339684996003763,6.977041862915379,18.5097039184431,1.6904144546031018e-5,0.001279299094527299
gene-LOC119068335,X,22017815,22041621,+,2876,-0.5958208972908302,6.700461431835901,18.48723593424805,1.7104599648710546e-5,0.0012820226371317183
gene-LOC119067231,X,34527670,34528850,-,816,0.5317406948468691,6.958504417600156,18.37021631394947,1.8187886013970136e-5,0.001338320859516743
gene-LOC119067371,X,37454918,37462159,+,5805,-1.0306215528418017,4.669729653081338,18.369041560980634,1.8199103413569564e-5,0.001338320859516743
gene-LOC119067244,X,34728304,34730164,-,1133,-3.442264995241357,-0.05589813697230855,18.312121135264334,1.8751030115487887e-5,0.001366021306076898
gene-LOC119068463,X,47969953,47981551,-,3748,-3.135570623229015,1.039974615285037,18.206345862369353,1.982172908889362e-5,0.001430651650443757
gene-LOC119069092,X,12065113,12067621,-,2154,-1.1699610438460764,3.7906502941408484,18.16394033282249,2.0268031927232535e-5,0.0014494432006676844
gene-LOC119077572,associated_contig_56,3236,3642,-,407,0.5846097132278347,6.696736670254505,18.045387919783256,2.1570054608985958e-5,0.0015285325061549595
gene-LOC119082337,X,55814682,55816335,-,1654,0.8699951937087242,5.499169038020299,17.91638561961107,2.3082523215818978e-5,0.001620975391597378
gene-LOC119070773,IV,16617406,16617911,+,506,0.7444824023251946,5.8964645422948525,17.84294657468926,2.399068783508179e-5,0.0016697090328077013
gene-LOC119069690,X,61662832,61664860,-,1703,0.5273817250541254,7.405902472724614,17.697428891585236,2.5897641206036786e-5,0.0017864788778854579
gene-LOC119082586,X,56552136,56557687,+,1473,0.532829827180033,6.546615922888617,17.561333667155512,2.7818772357444033e-5,0.001902169566019967
gene-LOC119069692,X,61619556,61623339,+,1642,-2.435839145051405,2.2410184226688785,17.29360714897907,3.202624966027854e-5,0.002170822748711924
gene-LOC119081250,X,57547616,57549455,+,1746,0.5368004685074874,6.600939959528972,17.244735505804968,3.286068082462263e-5,0.0022081810950683916
gene-LOC119067360,X,37307525,37377334,-,3716,0.8346856978704479,6.448971594712928,17.14200507600323,3.4686633516780254e-5,0.002310959899686343
gene-LOC119070392,X,46322848,46323822,-,715,-0.6737864489842822,5.684378119066453,17.054327090837727,3.632550716555605e-5,0.0023959374143063985
gene-LOC119067753,X,68157118,68165524,+,8407,-2.8176373971217203,4.209106547629,17.041233180609535,3.6576850840598006e-5,0.0023959374143063985
gene-LOC119085662,X,56226096,56248115,-,7478,0.45673676884786446,8.97705660991118,16.985129481525345,3.7673731735185184e-5,0.0024472228239647374
gene-LOC119085185,IV,8923062,8924964,-,1903,3.1249113851681507,4.300596727960369,16.951960192128315,3.8337714573614556e-5,0.002469772604143186
gene-LOC119075400,IV,28569336,28569844,-,509,0.6055419301832485,8.419015916585586,16.89388984095559,3.952862074246411e-5,0.0025256196613730143
gene-LOC119074036,III,18028538,18036244,-,3545,0.7342863554367828,5.732619554264365,16.828243145449928,4.0919752804660927e-5,0.0025932477488807473
gene-LOC119077564,associated_contig_56,30632,31067,-,436,0.5387856195267884,6.705671012881415,16.657983099398187,4.4761529228086926e-5,0.002803109303243573
gene-LOC119070099,X,15705365,15706167,+,546,0.5231850527391405,8.92635533119425,16.643936075915065,4.509423919932326e-5,0.002803109303243573
gene-LOC119069093,X,12062827,12065107,+,1684,-4.438866501745801,-0.975593899326039,16.634880505870214,4.5310041335303424e-5,0.002803109303243573
gene-LOC119068878,X,26945291,26950271,+,1493,0.8391563412683661,7.260973143542782,16.462645114096457,4.9618117696579e-5,0.0030454584838175854
gene-LOC119069035,X,407408,409903,+,2383,-2.561162277165373,3.4685467129596277,16.432790272033778,5.0405707477491565e-5,0.0030696288264613026
gene-LOC119077496,III,61676736,61678631,-,1896,3.0602398283937995,5.3453832400628105,16.359105232350522,5.240379330760028e-5,0.0031665703010290247
gene-LOC119068140,X,18635102,18639260,-,3907,-0.9062251305784869,4.660674069289578,16.267092221800844,5.501108800816958e-5,0.0032985494694129374
gene-LOC119083563,III,69939577,69944409,+,4157,-0.4896916821703584,7.5412758506028625,16.20620239584481,5.6807816621007496e-5,0.0033569821478293084
gene-LOC119072214,IV,33737388,33739199,-,1812,3.0346966123331915,5.432208203827576,16.19246312286548,5.722132642439265e-5,0.0033569821478293084
gene-LOC119068709,X,28624030,28626539,+,2089,0.42788112290770697,7.343512577279929,16.19060223037846,5.7277565832110076e-5,0.0033569821478293084
gene-LOC119082787,associated_contig_533,135,6787,+,6496,-2.6499128687080575,4.404615917688354,16.168916831265683,5.793704901822264e-5,0.00337029326191825
gene-LOC119077141,IV,60881441,60883332,-,1892,3.0303480768723197,5.40319776127667,16.1384490311302,5.887653969515519e-5,0.0033884390787302055
gene-LOC119078908,IV,21278170,21280061,-,1892,3.0276801930000943,5.395977606229586,16.130685478380677,5.9118372637242845e-5,0.0033884390787302055
gene-LOC119069886,X,6316121,6318048,-,1483,0.4876454739467929,7.781870247379796,16.10102164257675,6.005163145649885e-5,0.003416806329951887
gene-LOC119080312,III,50619908,50620940,+,955,0.48347241998672164,7.115265565758158,16.035728638269173,6.215836358754154e-5,0.0035110466968470023
gene-LOC119067664,X,64402330,64409472,+,7143,-2.6814914743031646,4.801295791227631,16.004447787819856,6.319384722799145e-5,0.0035438563967064266
gene-LOC119069851,X,58746724,58748002,-,1154,-0.8873043893480804,4.523841581087727,15.742328331750512,7.258168802552085e-5,0.00404124470113525
gene-LOC119068590,X,24523959,24570429,-,2188,0.48408967244339707,7.248824246900556,15.701605750559104,7.416118466080746e-5,0.004099903790290739
gene-LOC119067846,X,42541226,42552222,+,2197,0.44541668212649604,7.463574591551016,15.666091865932218,7.556685644828199e-5,0.004148194690241958
gene-LOC119066995,X,5493694,5495585,+,1442,0.48497980265226637,7.873040918889543,15.635561577561715,7.679668139000623e-5,0.0041862246953503395
gene-LOC119079736,III,7791670,7792701,-,1032,0.5911712643695847,7.19427645230108,15.620765804384508,7.7399910453455e-5,0.004189807652671401
gene-LOC119069102,X,11947323,11948762,+,1381,-0.5612803622829563,6.073404935729918,15.598319315057767,7.832417629724715e-5,0.00421059968439339
gene-LOC119069545,X,41863470,41869416,-,5150,-1.0471105016331137,3.7730572046323525,15.530820166471488,8.117099584961909e-5,0.004333752826354663
gene-LOC119067214,X,34638483,34641779,-,871,1.4308551254588988,2.852944819888652,15.444758985020085,8.495220000674898e-5,0.004504778224847675
gene-LOC119075405,IV,28569970,28591531,+,450,0.6483318377221875,7.2927692125399775,15.386186751482066,8.762652235629471e-5,0.004615194201130522
gene-LOC119066094,IV,85564565,85566455,+,1891,2.857082732204242,3.33103923630817,15.290105094688636,9.219820198344103e-5,0.004823389157455858
gene-LOC119068757,X,28135222,28138284,+,1955,-0.46404865882366825,8.077484636065616,15.1223140608266,1.0076517965303502e-4,0.0052116115095531
gene-LOC119071561,IV,49377093,49379607,+,1870,2.916034838517784,3.203087408525433,15.118739165933928,1.0095616907537115e-4,0.0052116115095531
gene-LOC119085004,III,14661140,14672895,+,4567,-0.45517515562336114,7.162275577821467,15.002281631686357,1.0738126835484238e-4,0.0055068222817499755
gene-LOC119068037,X,16815468,16817449,-,1465,-2.355974097270744,0.8451677233731484,14.905059894269398,1.1305933178945209e-4,0.0057601143222142425
gene-LOC119081418,III,31524316,31529302,-,2974,-1.0358325932311698,4.272768314696279,14.861477471383171,1.1570187080573378e-4,0.005856468070978537
gene-LOC119085703,X,48724983,48732919,+,7685,-2.612178376334577,4.770140481179429,14.84712927983279,1.1658538018063525e-4,0.00586251786105368
gene-LOC119069189,X,10077980,10080919,+,2767,-0.8857054272063658,4.725988484638521,14.826737394164724,1.1785273553120134e-4,0.00586251786105368
gene-LOC119067634,X,70066326,70068943,-,1414,-2.999637113694532,1.2780857481697396,14.823141524150362,1.1807765287818188e-4,0.00586251786105368
gene-LOC119085670,X,53285954,53286813,+,725,-3.0597634025707223,0.3772787037737665,14.783521356340074,1.2058464069788134e-4,0.005949096672404969
gene-LOC119070463,X,45251896,45258002,+,5012,-0.6341559536587839,6.642635097373622,14.761257847051777,1.2201681950492581e-4,0.005981893761263501
gene-LOC119077571,associated_contig_56,7101,7577,-,477,0.5129983077966899,8.163247374567854,14.725015966236047,1.2438492569078746e-4,0.006059878098498051
gene-LOC119085744,X,50185755,50231373,+,4180,-1.8313545999032264,2.5834961861073036,14.699925134448241,1.260514559689201e-4,0.006091664092030345
gene-LOC119072587,IV,89213161,89214812,+,1652,3.0797464621857684,3.0827716022165017,14.691734467027153,1.266003313545755e-4,0.006091664092030345
gene-LOC119066623,IV,86339089,86340904,+,1661,2.9097663072942224,3.4559375247382502,14.672138311626483,1.279232992061393e-4,0.006117559001913226
gene-LOC119066765,IV,81237437,81258919,+,2693,0.4276360290344289,9.615724608984326,14.59993316984276,1.3291925767422154e-4,0.00631771715591803
gene-LOC119069034,X,394732,395340,+,609,-3.50889355717498,-0.3391625570175507,14.57816011735006,1.344639684320774e-4,0.006352403841988141
gene-LOC119075587,IV,60637832,60639718,+,1784,3.0788447561348424,3.0252205253199627,14.51875318752582,1.38771216417288e-4,0.0065163953733298795
gene-LOC119071589,IV,50075328,50076236,+,576,2.6855466573313955,8.477359946839984,14.484007206010162,1.4135455644770253e-4,0.006597956691675696
gene-LOC119085218,X,52507968,52508644,+,606,-1.0731798883783736,4.098824650403733,14.377557173476411,1.495744367978854e-4,0.006919817367830851
gene-LOC119067110,X,4338177,4340514,+,1541,-0.64996070210638,5.662435112149745,14.364520807323593,1.506136196043137e-4,0.006919817367830851
gene-LOC119080749,X,49461720,49469912,+,1871,-1.2428481896254615,3.215183801127306,14.36077854570484,1.5091327165250092e-4,0.006919817367830851
gene-LOC119084519,X,53606767,53631927,+,6707,0.7867401360633498,4.9229550496223515,14.253807636645584,1.5973731340873765e-4,0.007281592736965555
gene-LOC119077573,associated_contig_56,8699,9133,-,435,0.5184436794289604,6.736546203585699,14.205583479519422,1.6388351040198565e-4,0.00742716257897371
gene-LOC119084581,X,53509620,53583461,+,2801,0.46765101037107243,6.6546789417343986,14.011573733048472,1.8168884057353008e-4,0.00818650007092871
gene-LOC119075519,IV,28625435,28625867,-,433,0.757301773762048,5.343115340812224,13.92862331367661,1.898847401693724e-4,0.00850661810126585
gene-LOC119069476,X,39878376,39940736,+,8612,-3.761049256729542,-0.6544614647122701,13.83774152056383,1.992926037044934e-4,0.008877061976437292
gene-LOC119077561,associated_contig_56,23559,23976,-,418,0.5217834936648202,8.923683049187419,13.793986905629954,2.0398806385722447e-4,0.009034584987312867
gene-LOC119067053,X,2337502,2362203,+,1227,-1.771612783579423,5.130463179244739,13.738264641298992,2.1012954375466535e-4,0.009254010133150376
gene-LOC119077548,associated_contig_56,1638,2114,-,477,0.48435025895146033,8.366300134699914,13.567904949401994,2.3008604735750117e-4,0.010075959208717537
gene-LOC119068968,X,23128838,23137125,+,7962,-0.6376771914095956,8.632912306032546,13.50815859172188,2.3752850355783004e-4,0.010343769191247404
gene-LOC119068739,X,28376930,28380603,-,1752,-3.5186558442487934,-0.7231472989078889,13.417353710002246,2.4930714982586503e-4,0.010715572392715277
gene-LOC119070781,IV,16615133,16615602,-,470,0.5508605075824154,8.705740195910103,13.411251367490717,2.501195013659772e-4,0.010715572392715277
gene-LOC119067561,X,32226699,32384838,-,8986,0.869798699299102,4.546699336166607,13.410719721515285,2.501904009588429e-4,0.010715572392715277
gene-LOC119067886,X,43234768,43241400,+,1743,-0.6888853372662076,5.55368693066344,13.342498506917217,2.5945842790879304e-4,0.011051794784420994
gene-LOC119071590,IV,50525751,50526579,+,699,0.471074286040071,6.754800893601455,13.286225452349418,2.6736321408108864e-4,0.011326610074793946
gene-LOC119070608,X,30146750,30153694,-,3851,0.3971273774149501,8.000203666761161,13.227119234136627,2.759275681262867e-4,0.0116076770765402
gene-LOC119085655,X,57786917,57788756,-,1750,-1.4271647664300506,6.0040394842033145,13.220010934968695,2.7697600208293486e-4,0.0116076770765402
gene-LOC119084802,III,12087488,12104141,+,6078,-0.7565447988765884,4.843698702346386,13.150855677853684,2.8738797164473885e-4,0.011979621598774007
gene-LOC119069528,X,41685313,41735166,+,4914,-0.40602252947376954,7.96453208298685,13.093256585924843,2.963606898762276e-4,0.01222818858284286
gene-LOC119077560,associated_contig_56,18036,18512,-,477,0.4726963953530634,8.592520723471605,13.0924490621555,2.964884723742528e-4,0.01222818858284286
gene-LOC119068958,X,25090747,25093043,+,1927,-0.5320505186377988,6.839203352546172,13.07924386108817,2.9858596113596143e-4,0.012231601368746273
gene-LOC119083540,X,55056253,55058603,-,1902,0.39256743880500844,7.285850582504587,13.07220854089711,2.997095396318843e-4,0.012231601368746273
