gene_id,Chr,Start,End,Strand,Length,logFC,logCPM,LR,PValue,FDR
gene-LOC119069210,X,9191461,9194232,-,2067,-1.6419112298161211,7.370492399368316,216.35696878668358,5.637040585900018e-49,2.193803559783207e-46
gene-LOC119079218,III,230413,232019,+,1543,13.522285408803121,4.118105671843969,215.74196870199262,7.677313313414679e-49,2.9303714354741256e-46
gene-LOC119079374,III,58357746,58374492,+,2316,-1.7306498183702759,5.90331104597125,213.6473799587595,2.1985820256761107e-48,8.233482272758386e-46
gene-LOC119073975,III,18292306,18301636,-,4109,-1.247962019022068,6.593886477508049,213.56948515898074,2.2863134677489066e-48,8.40347216812598e-46
gene-LOC119067766,X,68292735,68332103,-,1769,-2.7552197666746583,4.85661046093835,213.21917748544735,2.7261975468458444e-48,9.838103438144786e-46
gene-LOC119081867,III,33393705,33395978,-,1654,-2.034736820375541,8.37507946016295,212.55632815253128,3.803322311380527e-48,1.3480060935050124e-45
gene-LOC119079220,III,224961,226567,+,1543,13.417124686078783,4.013160275414966,212.4509671563327,4.010039530292867e-48,1.3963379753904005e-45
gene-LOC119071087,IV,13036733,13045704,+,1172,1.3358785958552786,6.2823348441475275,212.25387195437204,4.427382291717545e-48,1.5150807538967214e-45
gene-LOC119071186,IV,68343570,68348774,+,3870,1.2194378850122938,8.816856002612596,211.81049132800416,5.531918775733451e-48,1.8609749806908057e-45
gene-LOC119083676,III,69130767,69155978,-,2412,-1.7126170075518787,6.3850941394923835,210.52967861752217,1.0527024228595478e-47,3.4823396148193844e-45
gene-LOC119083007,associated_contig_124,13417,14680,+,821,-2.209038584441116,6.288109677189404,208.23051898016416,3.3413657435626135e-47,1.0872037258726352e-44
gene-LOC119070816,IV,15932185,15961533,-,11795,1.2364226861130259,9.566670566960854,207.21450427712674,5.566739927049134e-47,1.782075065678568e-44
gene-LOC119085413,IV,11905080,11906895,+,1748,-1.9098686601269748,5.637159462704555,206.77386995684398,6.94610500585827e-47,2.188353843750396e-44
gene-LOC119077062,IV,62381726,62509066,-,39727,-2.1226569649272657,5.282009344795629,206.0953944058534,9.767363941971948e-47,3.0291037425040506e-44
gene-LOC119080044,III,52087961,52089587,-,1565,-2.037096390988601,5.127406406192178,205.94911641786447,1.0512208037072614e-46,3.2099431556894966e-44
gene-LOC119077046,IV,62625129,62639370,+,4401,-1.6374933328280452,7.115946181917504,204.76467519019607,1.9060427133530834e-46,5.731990268883637e-44
gene-LOC119078975,IV,25140782,25142072,+,1100,-1.4108091899319426,6.698808302382287,204.3890630843434,2.301922232080127e-46,6.819186934675576e-44
gene-LOC119068688,X,28823121,28830684,+,6711,-1.4446447453843851,7.214103183769602,204.1048547860456,2.6552472356647306e-46,7.750198107863761e-44
gene-LOC119066711,IV,82156615,82160160,-,2853,1.1347041614738702,8.885285239559652,202.95188015968645,4.739020101609159e-46,1.363189434445487e-43
gene-LOC119085939,IV,82593967,82595649,+,1489,-1.5008238341828768,6.631360315924244,202.74728201944072,5.252104801885838e-46,1.4891968015404302e-43
gene-LOC119073523,III,22955701,23029313,-,3714,-2.0589430305031655,5.46970158356921,202.44038289642006,6.127755899577775e-46,1.7130098464059107e-43
gene-LOC119067811,X,70321377,70332141,-,4998,-1.4310581518537668,7.465836182734631,201.39434191951074,1.0364788271980835e-45,2.857226633642717e-43
gene-LOC119072193,IV,33917091,33957208,-,2267,-1.5855902597704477,5.717825745041928,201.2877277089052,1.0935163621229604e-45,2.973166130878975e-43
gene-LOC119081485,III,31032971,31034212,-,1063,-1.560876996537028,7.824921048935894,201.2090765576373,1.1375963965437409e-45,3.0512180106216444e-43
gene-LOC119079724,III,28463278,28466351,+,1624,-1.8819096773110384,6.230299237202293,201.12992123475775,1.1837532402111243e-45,3.132684574894719e-43
gene-LOC119085153,IV,8199284,8201739,-,728,-1.4420557579382478,8.26952271304779,199.97539594423964,2.1144676979183685e-45,5.522099324774181e-43
gene-LOC119069729,X,61067305,61080301,+,4037,-1.7370164895195943,6.081750261756209,199.24870935557627,3.0463643028139685e-45,7.852498530162551e-43
gene-LOC119083880,III,65640948,65642493,+,1020,-1.8298190510639483,7.040409848134421,199.02190826511074,3.414097821233012e-45,8.687565840491386e-43
gene-LOC119085964,IV,71948548,71949768,-,860,-2.3834025196549646,5.635247047566707,198.7757884261996,3.8635476126745573e-45,9.70679658434995e-43
gene-LOC119077130,IV,61499559,61509273,+,4332,1.076268870879381,9.690444370314307,198.3593054006222,4.762943014918881e-45,1.1816861620013743e-42
gene-LOC119080349,III,50060474,50066085,-,4674,-1.5905180440325686,7.569557040203987,197.51853703199083,7.26706732552499e-45,1.7807006453953086e-42
gene-LOC119083328,X,55431623,55447445,-,3285,-1.9569797109579767,7.995631668689665,197.23827059029537,8.366109747544225e-45,2.025006661820217e-42
gene-LOC119073267,III,26780180,26784890,+,2255,-1.4170039931749918,7.999002033806016,196.66238142392507,1.1173904546574315e-44,2.6720440655470724e-42
gene-LOC119085957,IV,71923038,71930042,-,2371,1.166424000391209,9.61654185513149,193.6622153443643,5.046468616760241e-44,1.192408441731634e-41
gene-LOC119082591,IV,6927113,6935051,+,2177,-1.3859250304296984,7.863601927520764,192.86461893846007,7.534779696453842e-44,1.7594153813554805e-41
gene-LOC119068414,X,47172780,47175358,+,2333,-1.4129071255866348,6.531864219107299,192.47613189971673,9.159312079727215e-44,2.1138840250979739e-41
gene-LOC119080697,III,45902798,45906125,-,2409,1.1363739409668878,9.660265797855995,192.43922309628545,9.330796618579022e-44,2.128708635466166e-41
gene-LOC119067891,X,43523668,43525074,+,1175,-1.647843880118779,6.779631608301088,191.94507672766534,1.196117621128043e-43,2.6977889254715225e-41
gene-LOC119082433,associated_contig_72,7075,7562,+,488,1.8474631632847471,5.367582640170303,191.551659130677,1.457620385417573e-43,3.250657237052583e-41
gene-LOC119068892,X,26938068,26940882,-,676,-1.8363533644656946,6.085584007721677,191.03204417021914,1.8926104087935037e-43,4.17383682152594e-41
gene-LOC119085453,IV,12092872,12093858,+,619,-1.54444201450283,5.766904690269057,190.98110202095208,1.941692683966996e-43,4.235023779272191e-41
gene-LOC119066356,IV,73089047,73095786,+,6301,1.3287631316721868,8.317772061106297,190.85765859550418,2.0659740465964783e-43,4.4571144431355326e-41
gene-LOC119081011,III,43013416,43019852,+,2556,1.123989438495908,9.634714796826362,190.56928520571634,2.3881925234388282e-43,5.096865075829447e-41
gene-LOC119072985,IV,87832847,87845217,-,1950,-1.350563785524996,7.8286192603575095,190.534611023739,2.4301766670489064e-43,5.131292179530499e-41
gene-LOC119068412,X,47152783,47160075,+,5908,1.1454343924618833,9.232304279241474,190.22814275899665,2.834866165064083e-43,5.922781436230728e-41
gene-LOC119078792,IV,19120807,19121766,-,570,-1.5430325373761489,6.919783244722994,189.84180734330084,3.4423985948455407e-43,7.117159094843156e-41
gene-LOC119070376,X,46432322,46433938,+,1494,-1.4418665107722286,6.542306025899347,189.4751270856481,4.13904619646943e-43,8.469256588404665e-41
gene-LOC119068127,X,18328849,18333977,+,1212,-1.631041017791191,5.658944088136264,189.3653281921039,4.373885161904931e-43,8.858456397294803e-41
gene-LOC119067389,X,37718789,37727293,-,2815,-1.5958829175446863,8.078711356793777,189.14395569718278,4.888652704026591e-43,9.801007966618161e-41
gene-LOC119080757,III,45979826,45981958,-,1225,-1.633665038924372,5.597169140797062,189.06792709241904,5.0790792570741755e-43,1.0062081380913378e-40
gene-LOC119081829,III,35146706,35147982,+,834,-2.0502485245861735,6.329584262449279,189.05185876512542,5.120265112214083e-43,1.0062081380913378e-40
gene-LOC119085251,IV,10620637,10644476,-,2636,0.929959881495943,11.946316834042063,189.00234549553113,5.2492881163140056e-43,1.0214497111039253e-40
gene-LOC119074047,III,17584565,17587973,-,2020,1.0137169898174856,10.341472886387768,188.33922480123292,7.325724182856648e-43,1.4116599376829004e-40
gene-LOC119082791,IV,37660503,37810985,-,29714,1.3593488886369889,9.714314662556006,187.7812405374256,9.697346579205236e-43,1.8507012971544763e-40
gene-LOC119068617,X,24063704,24068463,-,1560,-2.463685068690216,5.511439517774733,186.30675537318905,2.0348259629042303e-42,3.8464024487355395e-40
gene-LOC119066300,IV,73779298,73787502,+,3434,-2.254832978922978,9.218925296995089,185.44495492549677,3.138058944428642e-42,5.87586735179431e-40
gene-LOC119080026,III,53225758,53229148,+,2180,-1.7180461076843816,5.925357556034581,185.10845777512736,3.716385510841907e-42,6.8937214597374e-40
gene-LOC119070356,X,46613792,46619538,+,1688,-1.3493912369970147,6.940080592787044,184.57270716089613,4.864971307311019e-42,8.940736158102696e-40
gene-LOC119080799,III,45838377,45839629,-,910,-1.9130747933173322,4.941546460734309,184.18408809457338,5.914536183936788e-42,1.0769882034750216e-39
gene-LOC119085372,IV,11567777,11570000,-,1947,-1.4398808303118993,7.901432971918854,184.13601810774878,6.059196528973819e-42,1.0932993882461124e-39
gene-LOC119069567,X,29927208,29928265,-,480,-1.4489647151635525,7.715349792389251,183.46933025607015,8.471567122322864e-42,1.5148077859807588e-39
gene-LOC119085454,IV,12071176,12072162,+,619,-1.545839879324832,5.715466679881177,183.41893033911668,8.688943742199398e-42,1.539804958885479e-39
gene-LOC119085898,IV,83038516,83051313,-,1805,1.0581228006086485,11.01275931897827,183.32541531135556,9.107162354997806e-42,1.599636800194659e-39
gene-LOC119066316,IV,73432370,73460500,+,5692,-1.4750368659455182,5.396759274354482,183.01373128386678,1.065197106115418e-41,1.8545642247525278e-39
gene-LOC119079083,IV,26478812,26480744,-,1704,-1.590598231555457,5.553532533824173,182.27640914403582,1.5431377849825724e-41,2.6633216309855737e-39
gene-LOC119074014,III,17983739,17991150,-,2048,-1.7607203073735733,6.992230708366037,181.88668313424904,1.8771217563603165e-41,3.2118200534689274e-39
gene-LOC119068025,X,18108135,18109422,+,1228,-1.2784211485661454,6.6798312015101535,181.81324688963122,1.947716182521454e-41,3.304125708605625e-39
gene-LOC119082354,IV,65034171,65041367,-,2056,0.9862471027939566,11.486886153661368,181.7750596643019,1.985468714037339e-41,3.339625681035009e-39
gene-LOC119083146,IV,511276,513299,-,1851,1.0836151046897948,9.754013790413637,181.25368313846923,2.5804506594790783e-41,4.3039314864992225e-39
gene-LOC119080962,III,43656401,43670017,-,5925,1.01518562549929,9.682734732238284,180.86773103227034,3.133010801115968e-41,5.1819998650458115e-39
gene-LOC119071711,IV,50899785,50907746,-,5980,1.0796569829698666,9.3003505958866,180.7684675892137,3.2933250567232317e-41,5.40214179552419e-39
gene-LOC119066726,IV,82074636,82084141,-,1131,-1.231947256691852,6.2810636671219795,180.42191413766426,3.920125109134181e-41,6.377593702138952e-39
gene-LOC119082748,IV,3769439,3771125,+,929,-1.7916967017931982,5.963721624456315,180.18692824517007,4.411704471207848e-41,7.118984580856371e-39
gene-LOC119068131,X,18377520,18378755,+,819,-1.2638938270020916,8.494757892143854,179.9701491334638,4.919692690021196e-41,7.874682299317798e-39
gene-LOC119078341,IV,36170365,36174037,-,2147,10.966096921079783,4.1796480995461085,179.8968312836422,5.104418432454546e-41,8.104999763788626e-39
gene-LOC119074628,III,41407591,41408951,-,1227,-1.4370327914583476,6.190555804457347,179.54091537365431,6.104608368589703e-41,9.616211658711779e-39
gene-LOC119075455,III,60647581,60649181,+,1478,-2.1534801044777536,5.181121386919721,179.48959162982624,6.26417708803071e-41,9.789872979782168e-39
gene-LOC119072888,IV,90996463,90999153,+,2072,-1.3443019835986325,6.190904812776795,179.34608184463409,6.732844504060911e-41,1.044011700910945e-38
gene-LOC119069058,X,11121162,11123314,+,1807,-1.550483084946457,6.357356414310111,179.16427493754318,7.377263566837394e-41,1.1350692036789814e-38
gene-LOC119072819,IV,91343257,91356781,+,3516,1.0405923808053743,9.386439695422789,178.94423560041585,8.240246163852111e-41,1.2580954296933594e-38
gene-LOC119077041,IV,62643989,62649067,-,3106,1.280080314089171,9.328171396485846,178.3301871764386,1.1220634045808459e-40,1.700054538482491e-38
gene-LOC119084601,IV,95306667,95309896,+,2296,-1.405127315289522,6.372401751375259,178.1525659991628,1.2268779917173195e-40,1.844778362091315e-38
gene-LOC119083009,X,55670061,55672137,+,1781,-2.116587554531607,7.971516131632418,178.10618621666234,1.2558233071885168e-40,1.8741038346674948e-38
gene-LOC119071844,IV,52645331,52665775,+,2452,-2.1155217738293195,4.97306123140062,178.06910495893152,1.2794559902019887e-40,1.8951225741439606e-38
gene-LOC119081919,IV,41710915,41719360,-,4158,1.0234756755869554,10.402717921480594,178.04934438905602,1.2922309550692235e-40,1.8998666663862183e-38
gene-LOC119072349,IV,32977569,32979812,-,1743,-1.3891115858534042,7.239539958526835,177.8671098781389,1.4162234953259907e-40,2.066853230531637e-38
gene-LOC119082353,IV,65042767,65047413,-,1823,0.9884474214689256,12.350430053480162,177.7334819921489,1.514642487878228e-40,2.1943521240443118e-38
gene-LOC119084842,X,53295479,53308658,-,2499,-1.9242185251094035,8.361503557610135,177.63938653535297,1.5880217158235947e-40,2.283989493888892e-38
gene-LOC119072464,IV,31522227,31523467,+,747,-1.4096142810509937,6.438209321697229,177.59825755997633,1.6212023019992145e-40,2.3149369273439143e-38
gene-LOC119067074,X,4847877,4854355,-,3844,-2.078347540760432,7.8870490319113,177.57476947125377,1.640461306650128e-40,2.32570542959941e-38
gene-LOC119071155,IV,70530280,70533413,+,2620,1.1266022240356026,8.324547858823975,177.32243699613352,1.862364523075571e-40,2.6215752520570165e-38
gene-LOC119073784,III,20613826,20658753,+,6540,-1.605789586180796,6.025447012639269,177.03772156036626,2.1489928427959885e-40,3.0037471791418856e-38
gene-LOC119071208,IV,69670046,69688410,-,5318,-1.5145436098692124,5.348487970432275,176.56749161560145,2.7221702333824704e-40,3.7782961393129563e-38
gene-LOC119068446,X,47842930,47850671,-,3810,-2.4415787075437936,6.623192856269656,176.52573912380694,2.779921340827875e-40,3.8316582481077546e-38
gene-LOC119077290,III,65352974,65396674,-,4316,-1.142010408103565,6.996492166070629,176.47469382238535,2.852193346119399e-40,3.8995684326096333e-38
gene-LOC119081686,III,35357414,35360988,+,2027,1.0152634321654803,9.857632990758997,176.45213451737033,2.8847295781049527e-40,3.8995684326096333e-38
gene-LOC119068188,X,19464700,19471574,-,2837,-1.4171689719093892,9.855163477778992,176.44978971097086,2.8881326057719473e-40,3.8995684326096333e-38
gene-LOC119085857,IV,83744117,83744902,+,687,-1.6273819774346256,5.577110462866721,175.63517451693232,4.350130556177188e-40,5.833877789121947e-38
gene-LOC119071481,IV,48447295,48450344,-,2217,-1.5436084484671042,5.828974799436906,175.37725721567168,4.9524932921320696e-40,6.597119923640087e-38
gene-LOC119086078,IV,71116603,71118709,+,1570,-2.010265434132904,5.4755422391178845,175.1529677716315,5.543735897719934e-40,7.296323626263506e-38
gene-LOC119081493,X,57112969,57115292,+,1970,-2.20521390474776,8.764717213288188,175.15039533019097,5.550911263431023e-40,7.296323626263506e-38
gene-LOC119070576,X,30375211,30384327,+,3137,1.028655906426661,9.441171553594735,175.11049031312606,5.663416196410966e-40,7.395229254366109e-38
gene-LOC119068202,X,19475141,19476789,+,918,1.0597074081749274,11.781033569834568,174.70374233079883,6.948675691724004e-40,8.961298647898765e-38
gene-LOC119079035,IV,25798682,25803505,-,2337,1.25876550994695,7.632745987449823,174.7024927548752,6.9530430863382194e-40,8.961298647898765e-38
gene-LOC119079720,III,28498995,28513455,-,3679,-1.506136999011851,5.725884792979429,174.6767577959908,7.043602346792758e-40,8.979353194481332e-38
gene-LOC119066317,IV,73485763,73490516,+,2734,1.0521471248026062,9.278755529424373,174.67282847266105,7.057532740523417e-40,8.979353194481332e-38
gene-LOC119067355,X,37202669,37205567,+,2103,-1.4936588070297419,6.310132889558109,174.46647786564753,7.829160318929492e-40,9.89765439554857e-38
gene-LOC119078255,IV,36342931,36344455,+,1461,1.055144427224966,8.78921206395361,174.13147732865232,9.26557393765711e-40,1.1639437437634072e-37
gene-LOC119085978,IV,76599143,76601589,+,1227,-1.3962459925775017,6.3354366417096735,173.88960685247193,1.0463868871621054e-39,1.3062067255593376e-37
gene-LOC119069042,X,7402785,7403858,-,574,-1.403145524610924,8.975121604698545,173.86116506139777,1.0614595965676932e-39,1.3167406295422234e-37
gene-LOC119073754,III,20932073,20936865,-,1416,-1.3392336402129392,6.990432634346397,173.76863977508413,1.1120117522914952e-39,1.3708825627007204e-37
gene-LOC119072790,IV,92115889,92117332,-,1186,-1.1294030167592555,6.20555658068594,172.98202439605285,1.6515620646534422e-39,2.0234693740272542e-37
gene-LOC119078878,IV,20774258,20801202,-,6295,-2.0361573335018943,9.535794033751865,172.72972506924285,1.874970257421045e-39,2.2830926177480305e-37
gene-LOC119082116,X,56370554,56376525,+,2075,-2.2394340205156595,4.924989393823692,172.62993158972998,1.9714616813103967e-39,2.3859494786980947e-37
gene-LOC119085360,IV,11353837,11400500,-,3662,-2.0860253193877503,5.290894467326245,172.5654975840337,2.0363862631141826e-39,2.4495875485024423e-37
gene-LOC119085339,IV,10977203,10978976,+,653,-1.2628616048896335,8.722280533644442,172.51179694177657,2.092126439534647e-39,2.501477444089378e-37
gene-LOC119073164,III,27056796,27057863,+,997,-1.6818042574835539,5.689979279637713,172.1850771345868,2.4657056676798557e-39,2.9304985683898068e-37
gene-LOC119076327,IV,57559278,57563086,-,1714,0.9866179984126928,10.682401406639359,172.13781010174367,2.5250157059444447e-39,2.983125698308651e-37
gene-LOC119081060,III,42197028,42199633,+,1666,-1.4241485002650567,6.3775128476445,171.54085116249738,3.409085489809057e-39,4.003759100694093e-37
gene-LOC119075361,IV,27819378,27820329,+,522,-1.3594243609904537,7.29416472002709,171.2541581031042,3.9377813439706546e-39,4.597475536184091e-37
gene-LOC119081271,III,32649401,32652049,+,1699,-1.8094516257709399,6.495434907787613,171.20109999022088,4.0442644245691863e-39,4.6941848127981995e-37
gene-LOC119071522,IV,48890934,48894009,+,2611,1.0992767607369356,6.787978536798771,170.91088141959335,4.679763832147644e-39,5.4002297988643275e-37
gene-LOC119077122,IV,61769738,61775134,-,2519,1.0755294588703652,9.351347264405867,170.8109681155007,4.9209094109193306e-39,5.645676877914848e-37
gene-LOC119066032,IV,75621405,75622647,+,1169,11.2985039533813,4.163394844467345,170.63738378770645,5.369786260603798e-39,6.125259637957711e-37
gene-LOC119066897,IV,77558719,77561332,-,1636,-1.55482870511478,5.377140597075235,170.4350901494634,5.944826078154867e-39,6.742451885669589e-37
gene-LOC119085455,IV,12066942,12067902,+,589,-1.2722828621381392,6.518525356530279,170.40233277794573,6.043570457498613e-39,6.788603984301011e-37
gene-LOC119080467,III,49288971,49290812,+,1773,-1.9687628821091583,4.936356043424625,170.39892904060076,6.053924351175327e-39,6.788603984301011e-37
gene-LOC119081900,IV,41590089,41593505,+,2219,1.0813948680772967,9.289335730624648,170.36875163424995,6.146500926702441e-39,6.853693842314048e-37
gene-LOC119079327,III,58719068,58725396,+,4374,1.1838860440423904,9.514809392379647,170.24251274735545,6.549369614398909e-39,7.2621166539994164e-37
gene-LOC119073377,III,25325612,25329710,-,3870,1.048978583137932,8.454615536313772,169.56236588992348,9.220423028171834e-39,1.016705312573081e-36
gene-LOC119066940,IV,77270528,77271937,+,649,-1.3407512157922963,8.21064149389374,169.35770595849314,1.0220012599402518e-38,1.1207006081377965e-36
gene-LOC119073739,III,21272512,21275008,-,2104,-1.1865388992574983,6.5729644524816635,169.26557430166912,1.0704696819211264e-38,1.1674001234489295e-36
gene-LOC119079340,III,58536926,58550460,+,3935,-1.3242748660049124,7.284066697026158,168.8623097796318,1.3111553552318165e-38,1.4220662016743767e-36
gene-LOC119079407,III,57535235,57538325,-,1722,-2.1405690339980765,6.2893606394137604,168.70182443890374,1.421370174008282e-38,1.533225826832412e-36
gene-LOC119083098,IV,1251220,1253635,-,2134,-2.313640655219097,10.097020872657973,168.55181439755572,1.5327538379593994e-38,1.644437739233414e-36
gene-LOC119077127,IV,61713066,61715812,-,1952,-1.4240460841998812,6.058042146237789,167.6812725249814,2.3747594127371124e-38,2.5340981088175378e-36
gene-LOC119066384,IV,72878918,72880440,-,626,-1.3167708834663676,8.673404623975486,167.1711328999145,3.069368205488187e-38,3.257797868584467e-36
gene-LOC119066866,IV,78221016,78241175,-,1774,-1.8063269214651922,4.719117252535179,166.75171798106493,3.7902069189664203e-38,3.985453291737524e-36
